Retailer,Retailer ID,Invoice Date,Region,State,City,Product, Price per Unit ,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,16-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47,63,296.1,124.36,Online
Foot Locker,1185732,17-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,48,34,163.2,73.44,Online
Foot Locker,1185732,18-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,48,29,139.2,62.64,Online
Foot Locker,1185732,19-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,56,27,151.2,65.02,Online
Foot Locker,1185732,20-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60,63,378,147.42,Online
Foot Locker,1185732,21-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,66,113,745.8,484.77,Online
Foot Locker,1185732,22-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55,60,330,155.1,Online
Foot Locker,1185732,23-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55,55,302.5,160.33,Online
Foot Locker,1185732,24-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,56,44,246.4,125.66,Online
Foot Locker,1185732,25-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,64,42,268.8,129.02,Online
Foot Locker,1185732,26-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,71,65,461.5,203.06,Online
Foot Locker,1185732,27-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,67,124,830.8,573.25,Online
Foot Locker,1185732,28-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55,69,379.5,170.78,Online
Foot Locker,1185732,29-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55,65,357.5,189.48,Online
Foot Locker,1185732,30-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,57,53,302.1,160.11,Online
Foot Locker,1185732,31-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,63,47,296.1,136.21,Online
Foot Locker,1185732,01-01-2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,68,83,564.4,242.69,Online
West Gear,1128299,02-01-2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32,122,390.4,199.1,Online
West Gear,1128299,03-01-2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44,117,514.8,190.48,Online
West Gear,1128299,04-01-2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41,117,479.7,259.04,Online
West Gear,1128299,05-01-2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,87,374.1,187.05,Online
West Gear,1128299,06-01-2020,West,Nevada,Las Vegas,Men's Apparel,47,70,329,213.85,Online
West Gear,1128299,07-01-2020,West,Nevada,Las Vegas,Women's Apparel,41,128,524.8,157.44,Online
West Gear,1128299,08-01-2020,West,Nevada,Las Vegas,Men's Street Footwear,34,158,537.2,268.6,Online
West Gear,1128299,09-01-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,43,128,550.4,220.16,Online
West Gear,1128299,10-01-2020,West,Nevada,Las Vegas,Women's Street Footwear,41,119,487.9,258.59,Online
West Gear,1128299,11-01-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,44,74,325.6,149.78,Online
West Gear,1128299,12-01-2020,West,Nevada,Las Vegas,Men's Apparel,46,52,239.2,167.44,Online
West Gear,1128299,13-01-2020,West,Nevada,Las Vegas,Women's Apparel,41,116,475.6,161.7,Online
West Gear,1128299,14-01-2020,West,Nevada,Las Vegas,Men's Street Footwear,43,160,688,378.4,Online
West Gear,1128299,15-01-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,50,120,600,240,Online
West Gear,1128299,16-01-2020,West,Nevada,Las Vegas,Women's Street Footwear,52,104,540.8,286.62,Online
West Gear,1128299,17-01-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,50,84,420,197.4,Online
West Gear,1128299,18-01-2020,West,Nevada,Las Vegas,Men's Apparel,55,47,258.5,180.95,Online
West Gear,1128299,19-01-2020,West,Nevada,Las Vegas,Women's Apparel,54,94,507.6,172.58,Online
West Gear,1128299,20-01-2020,West,Nevada,Las Vegas,Men's Street Footwear,58,143,829.4,422.99,Online
West Gear,1128299,21-01-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,62,102,632.4,240.31,Online
West Gear,1128299,22-01-2020,West,Nevada,Las Vegas,Women's Street Footwear,61,120,732,387.96,Online
West Gear,1128299,23-01-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,59,75,442.5,203.55,Online
West Gear,1128299,24-01-2020,West,Nevada,Las Vegas,Men's Apparel,63,52,327.6,216.22,Online
West Gear,1128299,25-01-2020,West,Nevada,Las Vegas,Women's Apparel,78,95,741,251.94,Online
West Gear,1128299,26-01-2020,West,Nevada,Las Vegas,Men's Street Footwear,58,149,864.2,501.24,Online
West Gear,1128299,27-01-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,60,104,624,268.32,Online
West Gear,1128299,28-01-2020,West,Nevada,Las Vegas,Women's Street Footwear,63,116,730.8,416.56,Online
West Gear,1128299,29-01-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,57,90,513,256.5,Online
West Gear,1128299,30-01-2020,West,Nevada,Las Vegas,Men's Apparel,60,60,360,252,Online
West Gear,1128299,31-01-2020,West,Nevada,Las Vegas,Women's Apparel,78,131,1021.8,357.63,Online
West Gear,1128299,01-02-2020,West,Nevada,Las Vegas,Men's Street Footwear,56,189,1058.4,603.29,Online
West Gear,1128299,02-02-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,62,165,1023,419.43,Online
West Gear,1128299,03-02-2020,West,Nevada,Las Vegas,Women's Street Footwear,62,165,1023,603.57,Online
West Gear,1128299,04-02-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,58,111,643.8,328.34,Online
West Gear,1128299,05-02-2020,West,Nevada,Las Vegas,Men's Apparel,59,81,477.9,353.65,Online
West Gear,1128299,06-02-2020,West,Nevada,Las Vegas,Women's Apparel,73,174,1270.2,508.08,Online
West Gear,1128299,07-02-2020,West,Nevada,Las Vegas,Men's Street Footwear,58,218,1264.4,670.13,Online
West Gear,1128299,08-02-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,61,174,1061.4,382.1,Online
West Gear,1128299,09-02-2020,West,Nevada,Las Vegas,Women's Street Footwear,61,143,872.3,462.32,Online
West Gear,1128299,10-02-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,55,117,643.5,315.32,Online
West Gear,1128299,11-02-2020,West,Nevada,Las Vegas,Men's Apparel,60,130,780,546,Online
West Gear,1128299,12-02-2020,West,Nevada,Las Vegas,Women's Apparel,78,145,1131,339.3,Online
West Gear,1128299,13-02-2020,West,Nevada,Las Vegas,Men's Street Footwear,62,210,1302,690.06,Online
West Gear,1128299,14-02-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,64,182,1164.8,454.27,Online
West Gear,1128299,15-02-2020,West,Nevada,Las Vegas,Women's Street Footwear,60,152,912,474.24,Online
West Gear,1128299,16-02-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,64,124,793.6,372.99,Online
West Gear,1128299,17-02-2020,West,Nevada,Las Vegas,Men's Apparel,68,138,938.4,638.11,Online
West Gear,1128299,18-02-2020,West,Nevada,Las Vegas,Women's Apparel,78,108,842.4,286.42,Online
West Gear,1128299,19-02-2020,West,Nevada,Las Vegas,Men's Street Footwear,56,174,974.4,467.71,Online
West Gear,1128299,20-02-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,61,162,988.2,335.99,Online
West Gear,1128299,21-02-2020,West,Nevada,Las Vegas,Women's Street Footwear,57,117,666.9,333.45,Online
West Gear,1128299,22-02-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,58,112,649.6,285.82,Online
West Gear,1128299,23-02-2020,West,Nevada,Las Vegas,Men's Apparel,67,120,804,490.44,Online
West Gear,1128299,24-02-2020,West,Nevada,Las Vegas,Women's Apparel,74,113,836.2,250.86,Online
West Gear,1128299,25-02-2020,West,Nevada,Las Vegas,Men's Street Footwear,56,138,772.8,378.67,Online
West Gear,1128299,26-02-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,59,165,973.5,340.73,Online
West Gear,1128299,27-02-2020,West,Nevada,Las Vegas,Women's Street Footwear,54,109,588.6,264.87,Online
West Gear,1128299,28-02-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,54,105,567,238.14,Online
West Gear,1128299,01-03-2020,West,Nevada,Las Vegas,Men's Apparel,63,81,510.3,311.28,Online
West Gear,1128299,02-03-2020,West,Nevada,Las Vegas,Women's Apparel,68,94,639.2,159.8,Online
West Gear,1128299,03-03-2020,West,Nevada,Las Vegas,Men's Street Footwear,57,155,883.5,424.08,Online
West Gear,1128299,04-03-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,64,150,960,326.4,Online
West Gear,1128299,05-03-2020,West,Nevada,Las Vegas,Women's Street Footwear,55,106,583,268.18,Online
West Gear,1128299,06-03-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,56,108,604.8,247.97,Online
West Gear,1128299,07-03-2020,West,Nevada,Las Vegas,Men's Apparel,64,88,563.2,360.45,Online
West Gear,1128299,08-03-2020,West,Nevada,Las Vegas,Women's Apparel,68,133,904.4,235.14,Online
West Gear,1128299,09-03-2020,West,Nevada,Las Vegas,Men's Street Footwear,58,196,1136.8,534.3,Online
West Gear,1128299,10-03-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,62,189,1171.8,398.41,Online
West Gear,1128299,11-03-2020,West,Nevada,Las Vegas,Women's Street Footwear,59,119,702.1,329.99,Online
West Gear,1128299,12-03-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,57,133,758.1,333.56,Online
West Gear,1128299,13-03-2020,West,Nevada,Las Vegas,Men's Apparel,69,112,772.8,463.68,Online
West Gear,1128299,14-03-2020,West,Nevada,Las Vegas,Women's Apparel,74,150,1110,299.7,Online
West Gear,1128299,15-03-2020,West,Nevada,Las Vegas,Men's Street Footwear,28,123,344.4,172.2,Online
West Gear,1128299,16-03-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,38,123,467.4,154.24,Online
West Gear,1128299,17-03-2020,West,Nevada,Las Vegas,Women's Street Footwear,39,115,448.5,206.31,Online
West Gear,1128299,18-03-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,38,72,273.6,123.12,Online
West Gear,1128299,19-03-2020,West,Colorado,Denver,Men's Apparel,41,56,229.6,146.94,Online
West Gear,1128299,20-03-2020,West,Colorado,Denver,Women's Apparel,37,128,473.6,123.14,Online
West Gear,1128299,21-03-2020,West,Colorado,Denver,Men's Street Footwear,27,131,353.7,169.78,Online
West Gear,1128299,22-03-2020,West,Colorado,Denver,Men's Athletic Footwear,38,111,421.8,126.54,Online
West Gear,1128299,23-03-2020,West,Colorado,Denver,Women's Street Footwear,38,123,467.4,233.7,Online
West Gear,1128299,24-03-2020,West,Colorado,Denver,Women's Athletic Footwear,36,72,259.2,116.64,Online
West Gear,1128299,25-03-2020,West,Colorado,Denver,Men's Apparel,43,58,249.4,154.63,Online
West Gear,1128299,26-03-2020,West,Colorado,Denver,Women's Apparel,37,116,429.2,115.88,Online
West Gear,1128299,27-03-2020,West,Colorado,Denver,Men's Street Footwear,37,165,610.5,293.04,Online
West Gear,1128299,28-03-2020,West,Colorado,Denver,Men's Athletic Footwear,48,112,537.6,182.78,Online
West Gear,1128299,29-03-2020,West,Colorado,Denver,Women's Street Footwear,51,116,591.6,289.88,Online
West Gear,1128299,30-03-2020,West,Colorado,Denver,Women's Athletic Footwear,51,90,459,197.37,Online
West Gear,1128299,31-03-2020,West,Colorado,Denver,Men's Apparel,56,39,218.4,131.04,Online
West Gear,1128299,01-04-2020,West,Colorado,Denver,Women's Apparel,52,95,494,143.26,Online
West Gear,1128299,02-04-2020,West,Colorado,Denver,Men's Street Footwear,55,131,720.5,338.64,Online
West Gear,1128299,03-04-2020,West,Colorado,Denver,Men's Athletic Footwear,59,94,554.6,194.11,Online
West Gear,1128299,04-04-2020,West,Colorado,Denver,Women's Street Footwear,61,113,689.3,344.65,Online
West Gear,1128299,05-04-2020,West,Colorado,Denver,Women's Athletic Footwear,56,74,414.4,178.19,Online
West Gear,1128299,06-04-2020,West,Colorado,Denver,Men's Apparel,62,44,272.8,166.41,Online
West Gear,1128299,07-04-2020,West,Colorado,Denver,Women's Apparel,72,98,705.6,176.4,Online
West Gear,1128299,08-04-2020,West,Colorado,Denver,Men's Street Footwear,55,131,720.5,439.51,Online
West Gear,1128299,09-04-2020,West,Colorado,Denver,Men's Athletic Footwear,60,105,630,289.8,Online
West Gear,1128299,10-04-2020,West,Colorado,Denver,Women's Street Footwear,59,98,578.2,346.92,Online
West Gear,1128299,11-04-2020,West,Colorado,Denver,Women's Athletic Footwear,58,69,400.2,236.12,Online
West Gear,1128299,12-04-2020,West,Colorado,Denver,Men's Apparel,63,44,277.2,210.67,Online
West Gear,1128299,13-04-2020,West,Colorado,Denver,Women's Apparel,74,133,984.2,423.21,Online
West Gear,1128299,14-04-2020,West,Colorado,Denver,Men's Street Footwear,54,189,1020.6,653.18,Online
West Gear,1128299,15-04-2020,West,Colorado,Denver,Men's Athletic Footwear,59,144,849.6,424.8,Online
West Gear,1128299,16-04-2020,West,Colorado,Denver,Women's Street Footwear,64,150,960,614.4,Online
West Gear,1128299,17-04-2020,West,Colorado,Denver,Women's Athletic Footwear,62,135,837,502.2,Online
West Gear,1128299,18-04-2020,West,Colorado,Denver,Men's Apparel,66,91,600.6,462.46,Online
West Gear,1128299,19-04-2020,West,Colorado,Denver,Women's Apparel,83,181,1502.3,645.99,Online
West Gear,1128299,20-04-2020,West,Colorado,Denver,Men's Street Footwear,64,202,1292.8,775.68,Online
West Gear,1128299,21-04-2020,West,Colorado,Denver,Men's Athletic Footwear,67,188,1259.6,503.84,Online
West Gear,1128299,22-04-2020,West,Colorado,Denver,Women's Street Footwear,67,161,1078.7,593.29,Online
West Gear,1128299,23-04-2020,West,Colorado,Denver,Women's Athletic Footwear,61,143,872.3,453.6,Online
West Gear,1128299,24-04-2020,West,Colorado,Denver,Men's Apparel,67,131,877.7,614.39,Online
West Gear,1128299,25-04-2020,West,Colorado,Denver,Women's Apparel,78,137,1068.6,427.44,Online
West Gear,1128299,26-04-2020,West,Colorado,Denver,Men's Street Footwear,63,196,1234.8,728.53,Online
West Gear,1128299,27-04-2020,West,Colorado,Denver,Men's Athletic Footwear,73,189,1379.7,579.47,Online
West Gear,1128299,28-04-2020,West,Colorado,Denver,Women's Street Footwear,67,143,958.1,546.12,Online
West Gear,1128299,29-04-2020,West,Colorado,Denver,Women's Athletic Footwear,63,135,850.5,459.27,Online
West Gear,1128299,30-04-2020,West,Colorado,Denver,Men's Apparel,74,140,1036,756.28,Online
West Gear,1128299,01-05-2020,West,Colorado,Denver,Women's Apparel,74,100,740,259,Online
West Gear,1128299,02-05-2020,West,Colorado,Denver,Men's Street Footwear,59,162,955.8,506.57,Online
West Gear,1128299,03-05-2020,West,Colorado,Denver,Men's Athletic Footwear,69,168,1159.2,417.31,Online
West Gear,1128299,04-05-2020,West,Colorado,Denver,Women's Street Footwear,60,113,678,339,Online
West Gear,1128299,05-05-2020,West,Colorado,Denver,Women's Athletic Footwear,59,100,590,283.2,Online
West Gear,1128299,06-05-2020,West,Colorado,Denver,Men's Apparel,74,120,888,612.72,Online
West Gear,1128299,07-05-2020,West,Colorado,Denver,Women's Apparel,65,106,689,213.59,Online
West Gear,1128299,08-05-2020,West,Colorado,Denver,Men's Street Footwear,51,137,698.7,349.35,Online
West Gear,1128299,09-05-2020,West,Colorado,Denver,Men's Athletic Footwear,54,152,820.8,287.28,Online
West Gear,1128299,10-05-2020,West,Colorado,Denver,Women's Street Footwear,51,102,520.2,260.1,Online
West Gear,1128299,11-05-2020,West,Colorado,Denver,Women's Athletic Footwear,53,85,450.5,207.23,Online
West Gear,1128299,12-05-2020,West,Colorado,Denver,Men's Apparel,64,75,480,316.8,Online
West Gear,1128299,13-05-2020,West,Colorado,Denver,Women's Apparel,65,105,682.5,204.75,Online
West Gear,1128299,14-05-2020,West,Colorado,Denver,Men's Street Footwear,52,150,780,429,Online
West Gear,1128299,15-05-2020,West,Colorado,Denver,Men's Athletic Footwear,55,150,825,305.25,Online
West Gear,1128299,16-05-2020,West,Colorado,Denver,Women's Street Footwear,51,128,652.8,345.98,Online
West Gear,1128299,17-05-2020,West,Colorado,Denver,Women's Athletic Footwear,60,116,696,334.08,Online
West Gear,1128299,18-05-2020,West,Colorado,Denver,Men's Apparel,68,105,714,492.66,Online
West Gear,1128299,19-05-2020,West,Colorado,Denver,Women's Apparel,73,130,949,294.19,Online
West Gear,1128299,20-05-2020,West,Colorado,Denver,Men's Street Footwear,59,203,1197.7,622.8,Online
West Gear,1128299,21-05-2020,West,Colorado,Denver,Men's Athletic Footwear,64,182,1164.8,442.62,Online
West Gear,1128299,22-05-2020,West,Colorado,Denver,Women's Street Footwear,60,125,750,412.5,Online
West Gear,1128299,23-05-2020,West,Colorado,Denver,Women's Athletic Footwear,63,125,787.5,354.38,Online
West Gear,1128299,24-05-2020,West,Colorado,Denver,Men's Apparel,68,115,782,523.94,Online
West Gear,1128299,25-05-2020,West,Colorado,Denver,Women's Apparel,75,137,1027.5,339.08,Online
West Gear,1128299,26-05-2020,West,Colorado,Denver,Men's Street Footwear,36,117,421.2,172.69,Online
West Gear,1128299,27-05-2020,West,Colorado,Denver,Men's Athletic Footwear,48,131,628.8,251.52,Online
West Gear,1128299,28-05-2020,West,Colorado,Denver,Women's Street Footwear,46,135,621,217.35,Online
West Gear,1128299,29-05-2020,West,Colorado,Denver,Women's Athletic Footwear,49,78,382.2,156.7,Online
West Gear,1128299,30-05-2020,West,Washington,Seattle,Men's Apparel,51,73,372.3,145.2,Online
West Gear,1128299,31-05-2020,West,Washington,Seattle,Women's Apparel,46,125,575,178.25,Online
West Gear,1128299,01-06-2020,West,Washington,Seattle,Men's Street Footwear,36,138,496.8,213.62,Online
West Gear,1128299,02-06-2020,West,Washington,Seattle,Men's Athletic Footwear,47,131,615.7,240.12,Online
West Gear,1128299,03-06-2020,West,Washington,Seattle,Women's Street Footwear,47,122,573.4,223.63,Online
West Gear,1128299,04-06-2020,West,Washington,Seattle,Women's Athletic Footwear,48,87,417.6,175.39,Online
West Gear,1128299,05-06-2020,West,Washington,Seattle,Men's Apparel,52,65,338,135.2,Online
West Gear,1128299,06-06-2020,West,Washington,Seattle,Women's Apparel,46,123,565.8,175.4,Online
West Gear,1128299,07-06-2020,West,Washington,Seattle,Men's Street Footwear,46,167,768.2,345.69,Online
West Gear,1128299,08-06-2020,West,Washington,Seattle,Men's Athletic Footwear,58,115,667,240.12,Online
West Gear,1128299,09-06-2020,West,Washington,Seattle,Women's Street Footwear,60,115,690,276,Online
West Gear,1128299,10-06-2020,West,Washington,Seattle,Women's Athletic Footwear,64,85,544,228.48,Online
West Gear,1128299,11-06-2020,West,Washington,Seattle,Men's Apparel,69,46,317.4,120.61,Online
West Gear,1128299,12-06-2020,West,Washington,Seattle,Women's Apparel,62,105,651,221.34,Online
West Gear,1128299,13-06-2020,West,Washington,Seattle,Men's Street Footwear,68,160,1088,478.72,Online
West Gear,1128299,14-06-2020,West,Washington,Seattle,Men's Athletic Footwear,71,88,624.8,243.67,Online
West Gear,1128299,15-06-2020,West,Washington,Seattle,Women's Street Footwear,74,120,888,346.32,Online
West Gear,1128299,16-06-2020,West,Washington,Seattle,Women's Athletic Footwear,55,90,495,207.9,Online
West Gear,1128299,17-06-2020,West,Washington,Seattle,Men's Apparel,59,56,330.4,132.16,Online
West Gear,1128299,18-06-2020,West,Washington,Seattle,Women's Apparel,78,88,686.4,219.65,Online
West Gear,1128299,19-06-2020,West,Washington,Seattle,Men's Street Footwear,55,165,907.5,372.08,Online
West Gear,1128299,20-06-2020,West,Washington,Seattle,Men's Athletic Footwear,60,108,648,246.24,Online
West Gear,1128299,21-06-2020,West,Washington,Seattle,Women's Street Footwear,61,120,732,278.16,Online
West Gear,1128299,22-06-2020,West,Washington,Seattle,Women's Athletic Footwear,59,90,531,233.64,Online
West Gear,1128299,23-06-2020,West,Washington,Seattle,Men's Apparel,60,52,312,118.56,Online
West Gear,1128299,24-06-2020,West,Washington,Seattle,Women's Apparel,75,125,937.5,309.38,Online
West Gear,1128299,25-06-2020,West,Washington,Seattle,Men's Street Footwear,71,195,1384.5,581.49,Online
West Gear,1128299,26-06-2020,West,Washington,Seattle,Men's Athletic Footwear,74,188,1391.2,514.74,Online
West Gear,1128299,27-06-2020,West,Washington,Seattle,Women's Street Footwear,72,163,1173.6,445.97,Online
West Gear,1128299,28-06-2020,West,Washington,Seattle,Women's Athletic Footwear,75,125,937.5,375,Online
West Gear,1128299,29-06-2020,West,Washington,Seattle,Men's Apparel,82,105,861,335.79,Online
West Gear,1128299,30-06-2020,West,Washington,Seattle,Women's Apparel,98,182,1783.6,606.42,Online
West Gear,1128299,01-07-2020,West,Washington,Seattle,Men's Street Footwear,73,239,1744.7,697.88,Online
West Gear,1128299,02-07-2020,West,Washington,Seattle,Men's Athletic Footwear,82,182,1492.4,537.26,Online
West Gear,1128299,03-07-2020,West,Washington,Seattle,Women's Street Footwear,78,175,1365,477.75,Online
West Gear,1128299,04-07-2020,West,Washington,Seattle,Women's Athletic Footwear,78,137,1068.6,438.13,Online
West Gear,1128299,05-07-2020,West,Washington,Seattle,Men's Apparel,77,144,1108.8,388.08,Online
West Gear,1128299,06-07-2020,West,Washington,Seattle,Women's Apparel,95,155,1472.5,515.38,Online
West Gear,1128299,07-07-2020,West,Washington,Seattle,Men's Street Footwear,80,217,1736,781.2,Online
West Gear,1128299,08-07-2020,West,Washington,Seattle,Men's Athletic Footwear,77,210,1617,630.63,Online
West Gear,1128299,09-07-2020,West,Washington,Seattle,Women's Street Footwear,73,163,1189.9,416.47,Online
West Gear,1128299,10-07-2020,West,Washington,Seattle,Women's Athletic Footwear,74,155,1147,504.68,Online
West Gear,1128299,11-07-2020,West,Washington,Seattle,Men's Apparel,71,155,1100.5,429.2,Online
West Gear,1128299,12-07-2020,West,Washington,Seattle,Women's Apparel,76,108,820.8,270.86,Online
West Gear,1128299,13-07-2020,West,Washington,Seattle,Men's Street Footwear,64,156,998.4,409.34,Online
West Gear,1128299,14-07-2020,West,Washington,Seattle,Men's Athletic Footwear,71,174,1235.4,432.39,Online
West Gear,1128299,15-07-2020,West,Washington,Seattle,Women's Street Footwear,63,135,850.5,314.69,Online
West Gear,1128299,16-07-2020,West,Washington,Seattle,Women's Athletic Footwear,67,112,750.4,300.16,Online
West Gear,1128299,17-07-2020,West,Washington,Seattle,Men's Apparel,72,111,799.2,319.68,Online
West Gear,1128299,18-07-2020,West,Washington,Seattle,Women's Apparel,62,113,700.6,245.21,Online
West Gear,1128299,19-07-2020,West,Washington,Seattle,Men's Street Footwear,58,149,864.2,345.68,Online
West Gear,1128299,20-07-2020,West,Washington,Seattle,Men's Athletic Footwear,64,138,883.2,326.78,Online
West Gear,1128299,21-07-2020,West,Washington,Seattle,Women's Street Footwear,56,113,632.8,227.81,Online
West Gear,1128299,22-07-2020,West,Washington,Seattle,Women's Athletic Footwear,58,98,568.4,250.1,Online
West Gear,1128299,23-07-2020,West,Washington,Seattle,Men's Apparel,69,94,648.6,227.01,Online
West Gear,1128299,24-07-2020,West,Washington,Seattle,Women's Apparel,71,101,717.1,250.99,Online
West Gear,1128299,25-07-2020,West,Washington,Seattle,Men's Street Footwear,54,162,874.8,384.91,Online
West Gear,1128299,26-07-2020,West,Washington,Seattle,Men's Athletic Footwear,60,188,1128,417.36,Online
West Gear,1128299,27-07-2020,West,Washington,Seattle,Women's Street Footwear,54,124,669.6,247.75,Online
West Gear,1128299,28-07-2020,West,Washington,Seattle,Women's Athletic Footwear,69,117,807.3,347.14,Online
West Gear,1128299,29-07-2020,West,Washington,Seattle,Men's Apparel,85,115,977.5,391,Online
West Gear,1128299,30-07-2020,West,Washington,Seattle,Women's Apparel,88,138,1214.4,376.46,Online
West Gear,1128299,31-07-2020,West,Washington,Seattle,Men's Street Footwear,78,188,1466.4,586.56,Online
West Gear,1128299,01-08-2020,West,Washington,Seattle,Men's Athletic Footwear,77,195,1501.5,570.57,Online
West Gear,1128299,02-08-2020,West,Washington,Seattle,Women's Street Footwear,73,138,1007.4,392.89,Online
West Gear,1128299,03-08-2020,West,Washington,Seattle,Women's Athletic Footwear,76,138,1048.8,450.98,Online
West Gear,1128299,04-08-2020,West,Washington,Seattle,Men's Apparel,82,133,1090.6,414.43,Online
West Gear,1128299,05-08-2020,West,Washington,Seattle,Women's Apparel,86,150,1290,438.6,Online
Foot Locker,1185732,06-08-2020,West,Washington,Seattle,Men's Street Footwear,44,273,1201.2,660.66,Online
Foot Locker,1185732,07-08-2020,West,Washington,Seattle,Men's Athletic Footwear,41,221,906.1,443.99,Online
Foot Locker,1185732,08-08-2020,West,Washington,Seattle,Women's Street Footwear,34,230,782,304.98,Online
Foot Locker,1185732,09-08-2020,West,Washington,Seattle,Women's Athletic Footwear,38,175,665,266,Online
Foot Locker,1185732,10-08-2020,Southeast,Florida,Miami,Men's Apparel,50,195,975,487.5,Online
Foot Locker,1185732,11-08-2020,Southeast,Florida,Miami,Women's Apparel,41,247,1012.7,627.87,Online
Foot Locker,1185732,12-08-2020,Southeast,Florida,Miami,Men's Street Footwear,43,319,1371.7,781.87,Online
Foot Locker,1185732,13-08-2020,Southeast,Florida,Miami,Men's Athletic Footwear,43,195,838.5,410.87,Online
Foot Locker,1185732,14-08-2020,Southeast,Florida,Miami,Women's Street Footwear,32,240,768,291.84,Online
West Gear,1185732,15-08-2020,Southeast,Florida,Miami,Women's Athletic Footwear,38,169,642.2,282.57,Online
Foot Locker,1185732,16-08-2020,Southeast,Florida,Miami,Men's Apparel,53,218,1155.4,554.59,Online
Foot Locker,1185732,17-08-2020,Southeast,Florida,Miami,Women's Apparel,41,221,906.1,588.97,Online
Foot Locker,1185732,18-08-2020,Southeast,Florida,Miami,Men's Street Footwear,41,268,1098.8,659.28,Online
Foot Locker,1185732,19-08-2020,Southeast,Florida,Miami,Men's Athletic Footwear,42,225,945,453.6,Online
Foot Locker,1185732,20-08-2020,Southeast,Florida,Miami,Women's Street Footwear,32,217,694.4,243.04,Online
Foot Locker,1185732,21-08-2020,Southeast,Florida,Miami,Women's Athletic Footwear,36,175,630,252,Online
Foot Locker,1185732,22-08-2020,Southeast,Florida,Miami,Men's Apparel,53,182,964.6,443.72,Online
Foot Locker,1185732,23-08-2020,Southeast,Florida,Miami,Women's Apparel,42,225,945,604.8,Online
Foot Locker,1185732,24-04-2020,Southeast,Florida,Miami,Men's Street Footwear,42,256,1075.2,623.62,Online
Foot Locker,1185732,24-04-2020,Southeast,Florida,Miami,Men's Athletic Footwear,41,210,861,430.5,Online
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Street Footwear,32,203,649.6,259.84,Online
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Athletic Footwear,38,189,718.2,323.19,Online
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Apparel,52,196,1019.2,458.64,Online
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Women's Apparel,44,208,915.2,549.12,Online
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Street Footwear,52,300,1560,873.6,Online
West Gear,1185732,24-04-2020,Southeast,Florida,Miami,Men's Athletic Footwear,54,194,1047.6,523.8,Online
